geneID,GeneName,Chrom,Strand,Start,End,GeneLength,BC_1_fpkm,BC_2_fpkm,BC_3_fpkm,BC_DOX_1_fpkm,BC_DOX_2_fpkm,BC_DOX_3_fpkm,GeneType,GeneDescription
ENSG00000104320,NBN,chr8,-,90945564,91015456,4907,8.606745158,8.46169541,8.330689677,7.390334556,6.832451891,6.66675762,protein_coding,nibrin
ENSG00000185522,C11orf35,chr11,-,554855,560779,2084,3.853439581,3.163499506,2.60564055,4.399514053,4.412085629,5.98923472,protein_coding,chromosome_11_open_reading_frame_35
ENSG00000183598,HIST2H3D,chr1,-,149784826,149785236,411,3.442120381,0.771188116,0.445350193,0.272048759,0,0.857183071,protein_coding,histone_cluster_2_H3d
ENSG00000104938,CLEC4M,chr19,+,7828035,7834491,2989,0,0,0,0,0,0,protein_coding,C-type_lectin_domain_family_4_member_M
ENSG00000211917,IGHD3-16,chr14,-,106361492,106361528,37,0,0,0,0,0,0,IG_D_gene,immunoglobulin_heavy_diversity_3-16
ENSG00000211911,IGHD3-22,chr14,-,106351889,106351919,31,0,0,0,0,0,0,IG_D_gene,immunoglobulin_heavy_diversity_3-22
ENSG00000125498,KIR2DL1,chr19,+,55281263,55295774,1596,0,0,0,0,0,0,protein_coding,killer_cell_immunoglobulin-like_receptor_two_domains_long_cytoplasmic_tail_1
ENSG00000253660,CTC-353G13.1,chr5,-,167364722,167380474,663,0,0,0,0,0,0,antisense,-
ENSG00000164011,ZNF691,chr1,+,43312280,43318148,1935,5.010302083,5.503772306,5.202656909,3.178120002,3.755811353,3.329249687,protein_coding,zinc_finger_protein_691
ENSG00000171617,ENC1,chr5,-,73923234,73937249,5517,26.69864604,28.79454557,30.75531767,8.309395765,7.634466067,8.566037586,protein_coding,ectodermal-neural_cortex_1_(with_BTB_domain)
ENSG00000230756,RHOQP3,chr2,-,130970443,130971063,621,0.20101044,0.306239919,0.09824956,0.060017198,0.064656853,0.162089829,pseudogene,ras_homolog_family_member_Q_pseudogene_3
ENSG00000247572,CTC-281B15.1,chr5,-,80499915,80597379,2463,2.618522114,2.213432007,2.923073985,1.588884045,1.679109341,2.06383194,processed_transcript,-
ENSG00000135045,C9orf40,chr9,-,77561497,77567802,2327,14.62668404,14.68332894,14.89272481,7.1914634,7.419561469,7.483367662,protein_coding,chromosome_9_open_reading_frame_40
ENSG00000043143,PHF15,chr5,+,133860003,133918918,6463,14.20879135,13.90830549,15.28392526,7.958152319,7.871339127,7.615914612,protein_coding,PHD_finger_protein_15
ENSG00000135974,C2orf49,chr2,+,105953816,105965668,4768,6.902862082,7.033177395,7.165953614,5.573404962,6.282156418,5.573333651,protein_coding,chromosome_2_open_reading_frame_49
ENSG00000245864,CTC-467M3.1,chr5,+,87972036,88018648,463,0,0,0,0,0,0,antisense,-
ENSG00000128989,ARPP19,chr15,-,52839242,52862080,5362,50.4555698,50.10329514,56.55249779,49.60156148,49.74433251,48.32024147,protein_coding,cAMP-regulated_phosphoprotein_19kDa
ENSG00000111536,IL26,chr12,-,68595131,68619601,1075,0,0,0,0,0,0,protein_coding,interleukin_26
ENSG00000122584,NXPH1,chr7,+,8473585,8792593,2921,0,0,0.041775403,0.012759562,0.02749189,0.017230021,protein_coding,neurexophilin_1
ENSG00000232795,SCAND3P1,chr13,+,35759431,35760816,1060,0,0,0,0,0,0,pseudogene,SCAN_domain_containing_3_pseudogene_1
ENSG00000248569,CTC-512J14.5,chr5,-,79646840,79647775,936,0.044454232,0.135452272,0,0.039819103,0.042897335,0.107540367,pseudogene,-
ENSG00000248568,CTC-362D12.1,chr5,-,146085944,146087163,1220,0,0,0,0,0,0,pseudogene,-
ENSG00000258074,VTI1BP3,chr12,+,53525134,53525769,636,0,0,0,0,0,0,pseudogene,vesicle_transport_through_interaction_with_t-SNAREs_1B_pseudogene_3
ENSG00000055211,GINM1,chr6,+,149887430,149912884,2024,15.13060403,13.43627643,16.97149494,13.82919007,16.2869144,15.78994381,protein_coding,glycoprotein_integral_membrane_1
ENSG00000101460,MAP1LC3A,chr20,+,33134658,33148149,1574,14.43367341,16.95545756,15.97035979,19.81928792,20.84123705,20.30422253,protein_coding,microtubule-associated_protein_1_light_chain_3_alpha
ENSG00000101464,PIGU,chr20,-,33148346,33264910,1632,20.37115178,22.60658576,20.59935664,7.650537873,8.266568862,8.048922028,protein_coding,phosphatidylinositol_glycan_anchor_biosynthesis_class_U
ENSG00000133393,FOPNL,chr16,-,15959577,15982482,2275,38.48161534,38.67588065,37.7341793,21.69071664,19.8200397,20.77311181,protein_coding,FGFR1OP_N-terminal_like
ENSG00000205363,C15orf59,chr15,-,74032141,74045088,2204,0,0,0,0,0,0,protein_coding,chromosome_15_open_reading_frame_59
ENSG00000140391,TSPAN3,chr15,-,77336359,77376326,3854,70.48941688,69.93807779,70.81241407,236.5634081,236.3482453,234.7332199,protein_coding,tetraspanin_3
ENSG00000213757,CTC-451P13.1,chr5,-,78579955,78580741,787,0.264352993,0.161096984,0.232578055,0.426221246,0.306113641,0.255801229,pseudogene,-
ENSG00000213759,UGT2B11,chr4,-,70065669,70080449,2088,0.039855518,0,0,1.999193565,1.403778319,2.33807591,protein_coding,UDP_glucuronosyltransferase_2_family_polypeptide_B11
ENSG00000100336,APOL4,chr22,-,36585172,36600886,3414,0,0.01856815,0,0,0.011760957,0.04422574,protein_coding,apolipoprotein_L_4
ENSG00000224715,CITF22-49D8.1,chr22,+,47741319,47769291,4364,0,0,0,0,0,0,lincRNA,-
ENSG00000160808,MYL3,chr3,-,46899362,46923659,1012,0,0.062639983,0,0,0,0.049732106,protein_coding,myosin_light_chain_3_alkali;_ventricular_skeletal_slow
ENSG00000211596,IGKJ2,chr2,-,89161037,89161074,38,0,0,0,0,0,0,IG_J_gene,immunoglobulin_kappa_joining_2
ENSG00000142538,PTH2,chr19,-,49925671,49926698,459,2.266294176,1.519190185,1.595110496,0.405998693,0.437384596,0.65789401,protein_coding,parathyroid_hormone_2
ENSG00000205412,HNRNPA1P20,chr3,-,147884131,147885085,955,0,0,0,0,0,0,pseudogene,heterogeneous_nuclear_ribonucleoprotein_A1_pseudogene_20
ENSG00000158623,COPG2,chr7,-,130146089,130353598,895,24.22164572,27.69401151,28.76812969,25.15250362,24.49490572,21.53739167,protein_coding,coatomer_protein_complex_subunit_gamma_2
ENSG00000244076,CTC-512J14.1,chr5,+,79611490,79611645,156,0,0,0,0,0,0,pseudogene,-
ENSG00000164733,CTSB,chr8,-,11700033,11726957,3875,57.39379766,59.22008276,60.57210852,60.27751013,59.69422707,58.31657393,protein_coding,cathepsin_B
ENSG00000170049,KCNAB3,chr17,-,7825177,7833121,2458,0.338561115,0.335269171,0.496444072,0.25777118,0.40837984,0.59379083,protein_coding,potassium_voltage-gated_channel_shaker-related_subfamily_beta_member_3
ENSG00000170044,ZPLD1,chr3,+,101818088,102198685,3619,0,0,0,0,0,0,protein_coding,zona_pellucida-like_domain_containing_1
ENSG00000261548,HLA-P,chr6,+,29768192,29770202,747,0,0,0,0,0,0,pseudogene,major_histocompatibility_complex_class_I_P_(pseudogene)
ENSG00000230099,TRBV5-4,chr7,-,142168380,142169045,544,0,0,0.112156207,0.068512279,0,0,TR_V_gene,T_cell_receptor_beta_variable_5-4
ENSG00000204525,HLA-C,chr6,-,31236526,31239907,1880,57.94297005,57.65943831,52.89954876,80.46898417,81.94833136,81.35611811,protein_coding,major_histocompatibility_complex_class_I_C
ENSG00000204524,ZNF805,chr19,+,57751973,57766503,2413,2.431368301,1.786420678,2.503226138,3.120048639,3.344605506,3.358040436,protein_coding,zinc_finger_protein_805
ENSG00000167414,GNG8,chr19,-,47137333,47137942,216,0,0,0.282467484,0,0,0.233004129,protein_coding,guanine_nucleotide_binding_protein_(G_protein)_gamma_8
ENSG00000249493,ANKRD20A18P,chr21,+,15436646,15441408,492,0,0,0,0,0,0,pseudogene,ankyrin_repeat_domain_20_family_member_A18_pseudogene
ENSG00000177103,DSCAML1,chr11,-,117298489,117688240,6899,0,0,0,0,0,0,protein_coding,Down_syndrome_cell_adhesion_molecule_like_1
ENSG00000085449,WDFY1,chr2,-,224720433,224810104,4660,13.00063058,11.79411416,13.10600632,13.31667001,12.70902601,14.46145624,protein_coding,WD_repeat_and_FYVE_domain_containing_1
ENSG00000006194,ZNF263,chr16,+,3313743,3351401,3830,16.04614384,16.74996426,17.3321458,13.52643479,13.83825478,12.94359227,protein_coding,zinc_finger_protein_263
ENSG00000174482,LINGO2,chr9,-,27948076,28670283,3044,0,0,0,0,0,0,protein_coding,leucine_rich_repeat_and_Ig_domain_containing_2
ENSG00000113494,PRLR,chr5,-,35048861,35230794,11680,0.046311566,0.016282105,0.052237137,0.038291795,0.030938969,0.00430898,protein_coding,prolactin_receptor
ENSG00000224557,HLA-DPB2,chr6,+,33080228,33102442,1617,0,0,0,0,0,0,pseudogene,major_histocompatibility_complex_class_II_DP_beta_2_(pseudogene)
ENSG00000110675,ELMOD1,chr11,+,107461817,107537505,2852,0,0,0,0,0,0,protein_coding,ELMO/CED-12_domain_containing_1
ENSG00000235301,HLA-Z,chr6,+,32864193,32864267,75,0,0.845222176,0.813506353,0,0,0,pseudogene,major_histocompatibility_complex_class_I_Z_(pseudogene)
ENSG00000234650,PCCA-AS1,chr13,-,101116694,101133411,474,0.08778304,0,0,0,0.423543311,0,antisense,PCCA_antisense_RNA_1
ENSG00000234655,OR7E155P,chr13,-,42013952,42015035,1084,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_7_subfamily_E_member_155_pseudogene
ENSG00000237221,PPEF1-AS1,chrX,-,18706762,18709723,430,0,0,0,0,0,0,antisense,PPEF1_antisense_RNA_1
ENSG00000131143,COX4I1,chr16,+,85832239,85840650,3946,108.4200188,111.0077021,107.6463108,100.8084055,99.7590688,98.18342847,protein_coding,cytochrome_c_oxidase_subunit_IV_isoform_1
ENSG00000147036,LANCL3,chrX,+,37430822,37543716,10298,0.258592572,0.252384753,0.266613317,0.745558369,0.775901075,0.786847113,protein_coding,LanC_lantibiotic_synthetase_component_C-like_3_(bacterial)
ENSG00000213979,RPL7AP14,chr20,-,36073135,36073936,802,0.051881747,0,0,0.092944339,0,0,pseudogene,ribosomal_protein_L7a_pseudogene_14
ENSG00000115423,DNAH6,chr2,+,84743579,85046713,12795,1.440629805,1.08996998,1.230273383,0.815614725,0.910047105,0.940102003,protein_coding,dynein_axonemal_heavy_chain_6
ENSG00000186352,ANKRD37,chr4,+,186317175,186321782,1444,2.045879803,1.799901794,1.478846383,2.245532661,2.808408931,2.195789599,protein_coding,ankyrin_repeat_domain_37
ENSG00000108231,LGI1,chr10,+,95517566,95557916,2290,0.018169939,0,0,0,0,0,protein_coding,leucine-rich_glioma_inactivated_1
ENSG00000260115,CTC-420A11.2,chr16,+,61952225,61974601,714,0,0,0,0,0,0,antisense,-
ENSG00000260112,CTC-543D15.1,chr19,+,9628826,9630017,1192,0,0,0,0,0,0,pseudogene,-
ENSG00000266983,CTC-232P5.1,chr19,+,5978414,6020374,639,1.693017508,1.190453768,1.527711461,0.583265728,0.314177667,0.866381548,antisense,-
ENSG00000213123,TCTEX1D2,chr3,-,195975101,196045170,800,1.612354992,1.030114527,2.669317721,1.118120401,1.254747059,1.950244556,protein_coding,Tctex1_domain_containing_2
ENSG00000178828,RNF186,chr1,-,20140523,20141771,1249,0.09994194,0.406031469,0.195397843,0.805691242,1.157300731,0.805906994,protein_coding,ring_finger_protein_186
ENSG00000204648,SSX9,chrX,-,48154885,48165675,1230,0,0,0,0,0,0,protein_coding,synovial_sarcoma_X_breakpoint_9
ENSG00000204642,HLA-F,chr6,+,29690552,29706305,1622,1.205690857,1.367884224,1.391787996,2.803343381,2.59922942,2.885688615,protein_coding,major_histocompatibility_complex_class_I_F
ENSG00000163399,ATP1A1,chr1,+,116915290,116952883,3763,163.4621919,167.2475238,168.6733974,168.584705,160.340869,158.2491223,protein_coding,ATPase_Na+/K+_transporting_alpha_1_polypeptide
ENSG00000233821,ENOX1-AS1,chr13,+,44118054,44122192,3907,0,0,0,0,0,0,lincRNA,ENOX1_antisense_RNA_1
ENSG00000226051,ZNF503-AS1,chr10,+,77029577,77133258,1860,0.2684462,0.477141551,0.131210702,0.480912,0.690785478,0.541170879,lincRNA,ZNF503_antisense_RNA_1
ENSG00000226057,PHF2P2,chr13,-,19520895,19636858,2865,0.043569802,0.04425247,0.063887933,0,0.042043881,0.05270041,pseudogene,PHD_finger_protein_2_pseudogene_2
ENSG00000154518,ATP5G3,chr2,-,176040986,176049335,5484,53.57445046,53.51994903,52.67987667,40.4785139,37.95541214,40.33469717,protein_coding,ATP_synthase_H+_transporting_mitochondrial_Fo_complex_subunit_C3_(subunit_9)
ENSG00000205595,AREGB,chr4,+,75480629,75490486,1239,0.033582858,0,0,0.090243777,0.064813407,0,protein_coding,amphiregulin_B
ENSG00000254472,OR4A49P,chr11,-,49936565,49937196,632,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_4_subfamily_A_member_49_pseudogene
ENSG00000151092,NGLY1,chr3,-,25760435,25831530,3196,14.07368683,14.63799982,13.82146276,13.85405753,13.74411297,12.78693996,protein_coding,N-glycanase_1
ENSG00000050393,MCUR1,chr6,-,13791020,13814800,1826,26.91151108,28.22421805,29.20336333,24.53414972,27.50823345,26.54256449,protein_coding,mitochondrial_calcium_uniporter_regulator_1
ENSG00000042304,C2orf83,chr2,-,228474806,228498036,2086,0,0,0,0,0,0,protein_coding,chromosome_2_open_reading_frame_83
ENSG00000155428,TRIM74,chr7,-,72430016,72439997,1350,0.092464802,0.046956788,0.045194797,0.414118667,0.11896861,0.149122642,protein_coding,tripartite_motif_containing_74
ENSG00000231531,HINT1P1,chr7,-,143009774,143010154,381,0,0.166382318,0,0,0,0,pseudogene,histidine_triad_nucleotide_binding_protein_1_pseudogene_1
ENSG00000231534,FBXO36-IT1,chr2,+,230807444,230809853,582,0,0,0,0,0,0,sense_intronic,FBXO36_intronic_transcript_1_(non-protein_coding)
ENSG00000179750,APOBEC3B,chr22,+,39378352,39388809,1844,6.49861084,7.253601372,8.139475171,1.293559394,1.633076433,1.66489284,protein_coding,apolipoprotein_B_mRNA_editing_enzyme_catalytic_polypeptide-like_3B
ENSG00000253795,MTND1P5,chr8,+,104097879,104098818,940,0,0,0,0,0,0,pseudogene,MT-ND1_pseudogene_5
ENSG00000253792,CTC-436K13.5,chr5,-,157600609,157603430,314,0,0,0,0,0,0,lincRNA,-
ENSG00000214676,RPL9P16,chr4,+,169676967,169677533,567,0,0,0,0,0,0,pseudogene,ribosomal_protein_L9_pseudogene_16
ENSG00000240720,LRRD1,chr7,-,91741473,91808845,3511,0.011851085,0,0.017377663,0.042461612,0.045744125,0.014334632,protein_coding,leucine-rich_repeats_and_death_domain_containing_1
ENSG00000048028,USP28,chr11,-,113668596,113746292,4669,22.41315916,22.26650837,22.90763499,15.55007168,14.87744639,14.918652,protein_coding,ubiquitin_specific_peptidase_28
ENSG00000176171,BNIP3,chr10,-,133781578,133795435,1607,284.7651235,242.5214345,199.9342465,83.4009741,110.6613511,104.3846896,protein_coding,BCL2/adenovirus_E1B_19kDa_interacting_protein_3
ENSG00000186350,RXRA,chr9,+,137208944,137332431,5770,16.2614659,16.20497455,17.45795913,19.90138044,18.73987567,18.5440596,protein_coding,retinoid_X_receptor_alpha
ENSG00000250290,CTC-820M8.1,chr8,-,121647798,121650444,1814,0,0,0,0,0.022134457,0,pseudogene,-
ENSG00000178586,OR6B3,chr2,-,240984494,240985489,996,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_6_subfamily_B_member_3
ENSG00000148498,PARD3,chr10,-,34398488,35104253,6005,11.90416965,11.41155502,11.7961808,11.06638176,11.14624932,10.92903828,protein_coding,par-3_partitioning_defective_3_homolog_(C._elegans)
ENSG00000268465,CTC-273B12.7,chr19,+,48969094,48975688,443,0,0,0,0,0,0,protein_coding,Uncharacterized_protein_
ENSG00000175894,TSPEAR,chr21,-,45917775,46131495,3967,1.531368167,1.454157134,1.445732238,1.183792711,1.275306313,1.256002088,protein_coding,thrombospondin-type_laminin_G_domain_and_EAR_repeats
ENSG00000251027,CTC-254B4.1,chr5,-,106150898,106346715,602,0,0,0,0,0,0,lincRNA,-
ENSG00000108883,EFTUD2,chr17,-,42927311,42977030,4548,33.54898717,37.31299083,37.16049799,29.41990794,26.62668166,27.75392712,protein_coding,elongation_factor_Tu_GTP_binding_domain_containing_2
ENSG00000114638,UPK1B,chr3,+,118892364,118924000,2118,0,0.119719855,0.028806882,0.035194221,0,0.071287382,protein_coding,uroplakin_1B
ENSG00000114988,LMAN2L,chr2,-,97371666,97405801,2410,9.150562394,10.23209833,9.367137468,12.75863528,12.56204857,13.6368325,protein_coding,lectin_mannose-binding_2-like
ENSG00000187766,KRTAP10-8,chr21,+,46031996,46032871,876,0,0,0,0,0,0,protein_coding,keratin_associated_protein_10-8
ENSG00000180264,GPR144,chr9,+,127213423,127239379,2892,0.071938384,0.109598311,0.232068721,0.064437552,0.083302709,0.08701399,protein_coding,G_protein-coupled_receptor_144
ENSG00000112584,FAM120B,chr6,+,170599791,170716153,5155,12.06706029,12.3217161,11.24390449,9.99186805,10.5150481,10.33914576,protein_coding,family_with_sequence_similarity_120B
ENSG00000182645,CCDC172,chr10,+,118083940,118139541,1699,0,0,0,0,0,0,protein_coding,coiled-coil_domain_containing_172
ENSG00000104946,TBC1D17,chr19,+,50380682,50392005,2831,12.43424594,13.27843739,11.76725014,19.99793817,17.64357857,19.32444555,protein_coding,TBC1_domain_family_member_17
ENSG00000228300,C19orf24,chr19,+,1275026,1279248,1653,36.4992641,39.46159795,40.85986991,38.75880155,36.99416376,37.05399956,protein_coding,chromosome_19_open_reading_frame_24
ENSG00000237269,RBMY2TP,chrY,-,23592583,23599131,947,0,0,0,0,0,0,pseudogene,RNA_binding_motif_protein_Y-linked_family_2_member_T_pseudogene
ENSG00000169116,PARM1,chr4,+,75858305,75975325,5011,18.6913234,16.04083594,16.74173671,21.97118116,23.25300956,22.95985763,protein_coding,prostate_androgen-regulated_mucin-like_protein_1
ENSG00000179344,HLA-DQB1,chr6,-,32627244,32636160,4644,0,0,0,0,0,0,protein_coding,major_histocompatibility_complex_class_II_DQ_beta_1
ENSG00000255009,UBTFL1,chr11,+,89819081,89820299,1182,0,0,0,0,0,0,pseudogene,upstream_binding_transcription_factor_RNA_polymerase_I-like_1
ENSG00000129245,FXR2,chr17,-,7494548,7518189,2957,14.47948148,16.0998103,15.00048492,12.36474031,12.50588615,11.6758944,protein_coding,fragile_X_mental_retardation_autosomal_homolog_2
ENSG00000184178,SCFD2,chr4,-,53739149,54232242,3176,3.930336373,4.071756703,4.303182221,4.353722384,3.48927142,4.262743036,protein_coding,sec1_family_domain_containing_2
ENSG00000166068,SPRED1,chr15,+,38544527,38649450,7780,7.359152395,7.471742304,7.552120354,19.30602063,18.45542616,17.93209357,protein_coding,sprouty-related_EVH1_domain_containing_1
ENSG00000268095,CTC-429C10.2,chr19,+,52391278,52403716,579,0.287455344,0,0.316129412,0.064370777,0,0.17384764,antisense,-
ENSG00000137757,CASP5,chr11,-,104864962,104893895,1488,0.47537348,0.298213469,0.410033444,6.963205005,7.582449972,7.474922768,protein_coding,caspase_5_apoptosis-related_cysteine_peptidase
ENSG00000267147,CTC-548K16.1,chr19,+,14444555,14454725,765,4.514457999,6.546328615,3.987776241,8.28237334,8.082867332,7.763149317,lincRNA,-
ENSG00000253424,CTC-436K13.3,chr5,+,157683145,157685444,548,0,0,0,0,0,0,lincRNA,-
ENSG00000205030,OR5L2,chr11,+,55594695,55595630,936,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_5_subfamily_L_member_2
ENSG00000267012,CTC-360P9.1,chr19,-,32377610,32399190,536,0,0,0,0,0,0,lincRNA,-
ENSG00000145332,KLHL8,chr4,-,88081255,88141760,5621,9.845256045,9.473224883,8.92237443,4.362943864,5.085955702,4.835011839,protein_coding,kelch-like_family_member_8
ENSG00000267753,CTC-439O9.2,chr19,-,31827904,31829830,1927,0,0,0,0,0,0,sense_intronic,-
ENSG00000136161,RCBTB2,chr13,-,49063095,49107369,3232,0.308978919,0.294206358,0.264288883,0.115317698,0.099385906,0.155720581,protein_coding,regulator_of_chromosome_condensation_(RCC1)_and_BTB_(POZ)_domain_containing_protein_2
ENSG00000249655,CTC-325J23.2,chr5,-,79926132,79927409,549,0.075790822,0.11546751,0.222269495,0.067888306,0,0.183347511,antisense,-
ENSG00000148513,ANKRD30A,chr10,+,37414785,37673039,4762,0,0,0,0,0,0.010568856,protein_coding,ankyrin_repeat_domain_30A
ENSG00000233136,USP17L11,chr4,+,9217131,9218723,1593,0,0,0,0,0,0,protein_coding,ubiquitin_specific_peptidase_17-like_family_member_11
ENSG00000233135,RPS27P18,chr10,-,127162255,127162501,247,0,0,0,0,0,0,pseudogene,ribosomal_protein_S27_pseudogene_18
ENSG00000181396,OGFOD3,chr17,-,80347099,80376513,4287,9.832069085,11.01627923,9.407412516,5.642330613,5.25430819,5.776023967,protein_coding,2-oxoglutarate_and_iron-dependent_oxygenase_domain_containing_3
ENSG00000203722,RAET1G,chr6,-,150238014,150244257,1107,0.977270269,0.744436876,0.496040459,0.404018212,0.79796019,0.818355964,protein_coding,retinoic_acid_early_transcript_1G
ENSG00000223443,USP17L2,chr8,-,11994677,11996586,1910,0,0,0,0,0,0,protein_coding,ubiquitin_specific_peptidase_17-like_family_member_2
ENSG00000151725,MLF1IP,chr4,-,185615772,185655287,1998,16.16051501,18.7192599,20.0628256,3.824068772,4.581899172,4.811220383,protein_coding,MLF1_interacting_protein
ENSG00000140464,PML,chr15,+,74287014,74340153,5393,6.396067964,7.158450375,6.550438232,10.21436401,9.552177874,10.28415329,protein_coding,promyelocytic_leukemia
ENSG00000228797,FAM207BP,chr13,+,19271143,19271647,505,0.082394378,0.376584138,0.362453326,0.22140998,0.159017449,0.099661172,pseudogene,family_with_sequence_similarity_207_member_B_pseudogene
ENSG00000106038,EVX1,chr7,+,27282164,27290112,2712,0.030685222,0,0,0.041228628,0.02961055,0,protein_coding,even-skipped_homeobox_1
ENSG00000214946,TBC1D26,chr17,+,15635561,15649476,3772,0,0,0,0,0,0,protein_coding,TBC1_domain_family_member_26
ENSG00000149582,TMEM25,chr11,+,118401756,118417995,3241,3.812996248,4.068332595,4.028626031,3.127931184,2.502525453,2.764129199,protein_coding,transmembrane_protein_25
ENSG00000251613,CTC-347C20.1,chr5,-,71982939,72058554,958,0,0,0,0.038904676,0,0.105070755,lincRNA,-
ENSG00000186265,BTLA,chr3,-,112182815,112218408,3213,0.375557321,0.29594614,0.094947053,0.289999067,0.374901082,0.391603577,protein_coding,B_and_T_lymphocyte_associated
ENSG00000165240,ATP7A,chrX,+,77166194,77305892,8483,2.369117623,2.040071207,1.970712667,3.848769976,3.857574362,3.980983894,protein_coding,ATPase_Cu++_transporting_alpha_polypeptide
ENSG00000196366,C9orf163,chr9,+,139377947,139380518,2572,0.339732653,0.246468364,0.426995947,0.347782395,0.265389736,0.332655972,protein_coding,chromosome_9_open_reading_frame_163
ENSG00000268148,VN1R91P,chr19,+,23473651,23473819,169,0,0,0,0,0.237585242,0.297804093,pseudogene,vomeronasal_1_receptor_91_pseudogene
ENSG00000183729,NPBWR1,chr8,+,53850991,53853677,2687,0,0,0,0,0,0,protein_coding,neuropeptides_B/W_receptor_1
ENSG00000250258,CTC-431G16.2,chr5,-,79070171,79112013,460,0.45227349,1.240271671,2.387464297,2.430696524,1.920308543,2.078802051,antisense,-
ENSG00000211817,TRAV38-2DV8,chr14,+,22748988,22749631,395,0,0,0,0,0,0,TR_V_gene,T_cell_receptor_alpha_variable_38-2/delta_variable_8
ENSG00000211816,TRAV38-1,chr14,+,22739851,22740446,353,0,0,0,0,0,0,TR_V_gene,T_cell_receptor_alpha_variable_38-1
ENSG00000196588,MKL1,chr22,-,40806285,41032706,4505,6.234446998,6.529130236,5.891375088,8.695113143,7.602569531,7.764390626,protein_coding,megakaryoblastic_leukemia_(translocation)_1
ENSG00000176720,BOK,chr2,+,242498136,242513546,2650,42.42564272,46.00081822,44.6891273,25.03464545,22.80325222,23.30322649,protein_coding,BCL2-related_ovarian_killer
ENSG00000268262,CTC-246B18.8,chr19,-,39805291,39811498,877,0,0,0,0,0,0,sense_overlapping,-
ENSG00000177453,NIM1,chr5,+,43192173,43280952,2929,0,0.0649283,0,0.012724712,0,0.017182961,protein_coding,Serine/threonine-protein_kinase_NIM1_
ENSG00000249412,CTC-563A5.2,chr5,+,179390615,179391419,569,0,0,0,0.065502074,0,0,antisense,-
ENSG00000241641,RPS23P6,chr16,+,12175094,12175759,431,0,0,0,0,0,0,pseudogene,ribosomal_protein_S23_pseudogene_6
ENSG00000237440,ZNF737,chr19,-,20718631,20748615,2867,4.484559041,4.201051972,4.618003452,2.807975893,2.758955515,2.703400534,protein_coding,zinc_finger_protein_737
ENSG00000137098,SPAG8,chr9,-,35808042,35812269,2481,0.03354225,0.127754259,0.073776271,0.015022443,0.016183759,0.040571456,protein_coding,sperm_associated_antigen_8
ENSG00000204228,HSD17B8,chr6,+,33172419,33174608,990,29.67279567,29.96696805,28.41109309,22.58829093,24.13170102,24.91025956,protein_coding,hydroxysteroid_(17-beta)_dehydrogenase_8
ENSG00000269751,CTC-273B12.8,chr19,+,48983104,48985571,2468,0,0,0,0,0,0,lincRNA,-
ENSG00000240891,PLCXD2,chr3,+,111393523,111565294,2063,1.048800958,0.614558053,1.242144941,2.637672944,1.965750119,2.488389219,protein_coding,phosphatidylinositol-specific_phospholipase_C_X_domain_containing_2
ENSG00000175137,SH3BP5L,chr1,-,249104648,249120832,4122,10.88177478,11.65717629,12.18187279,14.72020065,14.03660757,15.04250234,protein_coding,SH3-binding_domain_protein_5-like
ENSG00000226055,PAICSP1,chr9,+,37878113,37879490,1217,0.170949717,0.052088466,0.200535666,0.214375317,0.197955165,0.165419529,pseudogene,phosphoribosylaminoimidazole_carboxylase_phosphoribosylaminoimidazole_succinocarboxamide_synthetase_pseudogene_1
ENSG00000109674,NEIL3,chr4,+,178230990,178284097,2408,3.507749044,2.922124008,3.699291764,0.820326429,0.783695838,0.627021077,protein_coding,nei_endonuclease_VIII-like_3_(E._coli)
ENSG00000249610,CTC-441N14.1,chr5,-,121490191,121491710,428,0,0,0,0.087081028,0,0,antisense,-
ENSG00000214216,IQCJ,chr3,+,158680717,158984096,1460,0,0,0,0,0,0,protein_coding,IQ_motif_containing_J
ENSG00000258244,OSTF1P1,chr12,+,115025999,115026607,609,0,0,0,0,0,0,pseudogene,osteoclast_stimulating_factor_1_pseudogene_1
ENSG00000181214,OR8G2P,chr11,+,124095437,124096365,927,0,0,0,0,0,0,pseudogene,-
ENSG00000143507,DUSP10,chr1,-,221874766,221915518,2676,2.223508981,2.65316378,2.188806331,2.075235921,1.620480507,2.106440911,protein_coding,dual_specificity_phosphatase_10
ENSG00000261461,UBE2MP1,chr16,-,34404063,34404612,550,0.22695906,0.115257569,0.332798054,0.135529746,0.073003465,0,pseudogene,ubiquitin-conjugating_enzyme_E2M_pseudogene_1
ENSG00000251381,CTC-497E21.4,chr11,-,12984057,13011095,1558,0,0.040687845,0.117483267,0.023922131,0,0,processed_transcript,-
ENSG00000114125,RNF7,chr3,+,141457046,141466402,2763,32.58857205,30.42249199,32.01911542,41.45233432,42.49155731,40.80228648,protein_coding,ring_finger_protein_7
ENSG00000184659,FOXD4L4,chr9,-,70426623,70429731,3109,0,0,0,0.011987996,0,0,protein_coding,forkhead_box_D4-like_4
ENSG00000198010,DLGAP2,chr8,+,1449532,1656642,10132,0,0,0,0,0,0,protein_coding,discs_large_(Drosophila)_homolog-associated_protein_2
